,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,,Question,Answer,Sandbox,Top Tier,Trendy's PMZ,Big 3 Masterclass,Trendy Day Trading,Micro Voodoo Lines,DPMR,Chart Patterns,Stacked Profits,Multi Squeeze Pro,Raghee Day Trading,Trendy Supply and Demand,RAF Pro,True Momentum,Bulletproof Butterflies,Decoding Volume,5 Star Options Income,Compound Butterfly,Pocketing Premium,Moxie,Strike Zone Strategy,Options Freedom Formula,Small Account Futures,Small Account Blueprint,Unbalanced Butterfly,Quarterly Profits Formula,Ultimate Spread,Next Level Futures,Volume Breakout,True Low Formula,$100k a day setup,Phoenix Finder Turbo,Profit Recycling Reimagined,Obnoxious Profit,Simpler Calendars,Multi 10x,squeeze pro system page,RAF pro,Squeeze Pro,DPMR,Trendy Script,HPMR,Moxie,Quant Pivots,Darvas,True Low,Trend Spark Indicator,Volume Max,Phoenix Finder,Turbo VZO & VZO Signals,Divergent Bar,Compound Breakout Tool,Voodoo Lines,Multi Squeeze Pro,VWAP Max Tool,Earnings Hot Zone,10x bars,Drama Free Day Trades,Dynarange,Simpler Options 101,Trend Rotation Tool,Early In N Out Pro,Multi 10x,Micro Voodoo Lines,Multi-Trend,Squeeze Rotation Tool,Squeeze Pro Stats Tool,Chart Patterns Mastery,Compounding Growth,Overnight Earnings,MEM edge landing page
Testimonials,,,,AceNetGains,,- Safari,“The best most objective system I’ve seen based on Master The Trade Principles”  - rcbturbine9,- DJ,@henrygambell @dstarr Staar - Sincere thanks. Truly appreciate the immersion into the voodoo lines and equipping me with one strong tool to get clarity in the markets. Thank you!!!,"""Raghee is a wealth of knowledge. Very seasoned, very successful. Will learn a lot this morning."" - Shep",- Matt NY,- Mels,- Rob Carter,,-DJ,“John Carter and his team are a great organization by the way!!! Top notch all the way”  - Boyd Selby,,- J.O.,"“Excellent Raghee, I wouldn’t trade without these tools…” – Dan R.



",- jp,"Allison is a refreshing mentor – simple but effective, from my experience with her methodology.”
-Frank C","“@HG Great trade on AMZN. I'm out.”

- Alan",,- Jay,-Rajesh T,"“Thank you so much JR and ST team.  Looking forward to the LTs. Thanks for all your dedication and over delivering.” 

- Reynolds",- Boyd Selby,"“ty Henry. It's great to hear your thought process on the trade structuring.”

-E.O.",“Teaching Experience + Foundation Training = Danielle = Priceless!” -Pavlin,"“@henrygambell I started the week with a 35k position in AMZN made good money and took my original stake off the table and rolled the profits into new delta 70's. So far I'm up 500K for the week some of which is attributed to NFLX. Your analysis this morning reassured me to keep the position thanks, dinner is on me.”

- Ken","“Joe, I love it….especially bc you are amazing with keeping losses to low values unlike myself who lets losers run!!!”

– Tony Chicago","“@ST_Trader_Joe this has been a fantastic training - it has given me a great deal of insight into how the market moves - thank you!!”

- J.Y.","“@Allison O - I am really learning a lot from you. It’s funny how you can hear people give the same info but people use different ways to explain it. Then some explanations you have AHA moments and others it just goes right above your head. Anyway, thanks for your time and patience with all our questions. It’s really starting to click for me now. FINALLY!!”

- Mitzie","“Great stuff TG - I've really liked your class and the Moxie Mastery group.”

- Magnum","Between phoenix and hot zone we got like half our life back.. lol

-AndrewCT",,,"""Bruce buddy...you had me at hello...i've taken many of your courses and have learned the most...and use them the most. I'm in"" 

- J.R.Y",,- Rob C.,Patrick E,,"“@Lorna St. George Extraordinary work with the DPMR! You, Trish & Raghee are the Dream Team!”

- AnneF ",Tr3ndyJon is the best! His Supply/Demand methodology is where it’s at and he’s a great teacher! His automated levels and zones are spot on. Put in the time to learn and it can change your life - Mike A,"“I’ll chime in here as my experience in this room the last 2 months. I get the best of both worlds, Day trading with the HPMR/VScore/Darvas setups and Trend Trades with the pullbacks. I have also been with different trading groups outside of Simpler. Raghee’s approach has basically put all the pieces together for me.”


– Cheryl","Not a very great day for market but for me, it's an amazing day. Joined Moxie today and feeling excited to be a part of amazing group...been trading for 3+ years and follow mainly sqz/raf for trades. Now learning Moxie to take portfolio to next level. 
-SachinT ",“COMPLETE game changer!” - AceNetGains,,"“Really glad this class dove right into the meat of the information we need to know, well done!! (Allisons' True Low Class)”

- Laura","Trendspark makes me not as jumpy

-Jules","“@RH 9 days... 45% up.... Pretty impressive... Thank you for your guidance.... Just joined on Sept 10""  - - Marcelo","“Thanks so much for all your trades and lessons - I am learning and making money.”

- Jill",,"“Great Seminar Allison.  You explained the indicator and your logic so clearly and succinctly. You have such an easy style that comes across the web so well.”

- PetLover ",“Again. @Allison O I platonically love you. Have a great night.” - Cal,"""@JC, @danielleshay, @Jack... Howdy folks... I played AMZN to the Tree line this morning and it worked!... yeah... I purchased the Voodoo lines after yesterday seminar and already paid for it... Yipee...."" - Cloud",,"@RH I have to give a HUGE shout out to Raghee this morning - the anchored VWAP has just changed - awesome, awesome, awesome"" - Paul","@Danielle – WOW, with your amazing Hot Zone indicators, detailed comprehensive scans, and concrete game plan for the run into earnings, I have had many light bulb moments and I am now super inspired for “The Hunt”! - Tradinggent",,"“I have to thank you for the 0DTE trades. The only trade I’m doing now.”

– Mike","I use David's indicators for RAF and DynaRange. His work is unbelievably accurate in predicting change in price direction. The studies he has created are the most accurate indicators I've ever used.""
- Neo",,,"""@JC out of 5 NFLX ratio fly ith $15k profit. Thanks for the trade""

- Deepak",,"""@henrygambell Really appreciate the time from you both. I've enjored the VooDpp prodcut and can't live without it @ Big Bad Voodoo Daddy""
- Chester",,,"""@JC out of 5 NFLX ratio fly ith $15k profit. Thanks for the trade"" - Deepak","""Thank goodness you have Chris Brecher back on. I recently started looking at Simpler's older videos as I was trying to learn about what professional traders were saying about the market in 2019 when my motrage rate was 4.625 (and btw, i didn't care that it was at the time). I found Chris BRecher and looked at every video I could find of him. He's one of the best teachers I've ever encountered. I almost wrote to you guys to ask what happened with him and how I could find him for some lessons. Ironic the timong of it and that he's back- Thank you Chris! I am a big fan. ""
- Angie_11","""Today was my best day ever! I felt confident and day traded A plus! Can't thank you enough.""
- Claudia ","""Another great class. You keep me motivated. I am pushing myself to go to the next level and listening to you really helps."" 
- Michael V.",“Have many things to thank you and your Edge for. But today especially for INTU which I sold in after hours trading @ 293. Happy surprise after 40 minute dive in the morning. Emotional market. Although you aren’t supposed to get excited at the highs or panic at lows I don’t many that don’t.” -Jack D
Testimonials,,,,@JC - the quant levels on the weekly and daily have been amazing for futures day trading when the indexes get down to those levels,,“Thank you for taking the time to do these videos. It is so helpful. I just took SPY short with three contracts and sold out on each level [...]… So exciting!”, ,"I want to say this, I have had only the opportunity to listen to you in full for 2-3 days due to day job but I love your style of teaching and calm composure ( every trader needs to learn) and you are the Best teacher ever! I have been in other discords before so I know :)",- Abhaya,"""Been at this 5 years, haven't lost much money but a lot of spinning wheels. Not only have I found traction with RH but I'm off to the races. Formula 1 here I come!""  - dorothyr","Thank Goodness you have Chris Brecher back on. I recently started looking at Simpler's older videos as I was trying to learn about what professional traders were saying about the market in 2018 when my mortgage rate was 4.625 (and btw, I didn't care that it was at the time). I found Chris Brecher and looked at every video I could find of him. He's one of the best teachers I've ever encountered. I almost wrote to you guys to ask what happened with him and how I could find him for some lessons. Ironic the timing of it and that he's back - Thank you Chris! I'm a big fan.","I can highly recommend Danielle’s Stacked profits class, it was well presented and easy to understand, and being able to review is just awesome.",Thanks for the watch list implying: do it on your own if you dare but I'm gonna keep my tracked p/l on a safe side. Love your style!,,"“I want to say this, I have had only the opportunity to listen to you in full for 2-3 days due to day job but I love your style of teaching and calm composure ( every trader needs to learn) and you are the Best teacher ever! I have been in other discords before so I know :)”",“By the way I just would like to say how happy I am that I found Simpler Trading. I have been in several trading rooms and been very disappointed and have lost a lot of money with their trading systems while trying to learn options trading. John Carter is amazing and a great mentor [...]. Keep up the great work!! It is very much appreciated.”  - Tomski,,"“Bruce, this was a great class and very logical. Thanks for the bonus class. It helped. Appreciate all your hard work you put into the class ahead of time to make it so easy for us to follow and learn from you. You are a ""MASTER"".","“Thanks Raghee! – this may actually be the 1st class that I jump on, love your style and strategy to trading.” – Coop T



",@Danielle thanks for your analysis and for getting back on the mic to provide further guidance. Your thoughts are always helpful and very much appreciated. Have a great move!,"“@Allison O I just want to say I love your trading style. It is really good for my mental health and I am learning so much from you, lol!?”
-Larri","“@henrygambell i have made some nice coin today in several of your trades.....thank you”

- Jax",,For anyone that this is your first Simpler class- you started with the right one. (Ive taken 9).,Dang you go with your bad self!!! Awesome call on the TWLO!! Have a great weekend and thanks again for helping me make boatloads of cash!!!,"“lol. This was awesome!! thank you so much to @JR”  

- Delta70","SPX 4125 has continued to be such a magnetic level. You made such a great call there, Allison aka Jedi Master.","“Great class from Henry, he put a totally different spin to Butterflys and Iron Flys with very limited and defined risk”

-J.M.",“Another great class. You keep me motivated. I am pushing myself to go to the next level and listening to you really helps.” -Michael V.,"“@henrygambell thanks for the Tesla $600 calls idea up 530%”

-Bart","“Joe no one else I know of coaches through real-time trading like you do, and it’s awesome, so please keep it up!”

– Mike S","“Joe, I have enjoyed the Volume Breakout classes and trade room. I do like your trading strategy and style both in these classes and the Futures trade room. Trades last week did more than repay the cost of the course. Thanks”

-R.Y.","“@Allison O, as always your session is worth the price of admission!! Thank you have a great weekend.”

- Tim","“TG's mastery is perfect.  Helped me double my account from October through now.”

-IowaBrad","I have been trading since 1993, & Phoenix has been the best method for me in my trading. When I combine it with a Squeeze, Compound Breakout Tool, & RAF my trading has been great!!!

-RUSSTue",,,,,“Thank you for your time and expertise. I'm blown away.”,@JC These are your most fiendishly clever inventions since the squeeze. Add in the RAF and I can already see the possibilities.,,,,,"I am very comfortable with options and spreads, but without Moxie I was chasing everything with horrible entries and timing.
-Delta70","“...In the past I used this indicator unconsciously, but I think it would have really improved my trading had I known about it.” 
- Anand",,"“Great Seminar Allison.  You explained the indicator and your logic so clearly and succinctly. You have such an easy style that comes across the web so well.”
- PetLover","@Debbie well of course i have the HPMR and the RAF and now the new toy is Trend spark. I love the TSpark on future pairs. i just tried it this morning for day trade on USDCAD...wowza...nice toy.:)

-Lise","@RH Your system and methodology are fantastic. Just passed the 3 month mark using your setup/analysis. Over a total of 58 trades, I have a 70% win rate with an average win per trade at $987 compared to an average loss of only $291. Total gain is up over $30K with a max margin of $41K which works out to a return of 73% in just 3 months. Thank you so much for all you do. You are awesome.  - fomomomobozo","“Whoo up 9% for the week thank you Danielle great week well worthwhile being sleep deprived for. Have a great weekend.”

- Craig",,,“@Allison O. The Force is strong with you...!!! Thanks... Trading away from home... That Fly is all I really did today...!!!” - Naseer,""" I have VOODOO lines... and they have paid for themselves"" - Deepak",,"""[up] around 65% this month"" -Ralph",@Danielle thoroughly enjoy your tool. - Chester,,,"@dstarr is brilliant. Open your ears and mind to his thoughts and it will enlighten you on a new POV on the market"" - David P",,,"""i wanna thank JC i started with $500 since nov 5th im up to $27000 thank you JC""

- Z",,,,,"""i wanna thank JC i started with $500 since nov 5th im up to $27000 thank you JC"" - Z",,"""Thank you T... so greatful to have the indicators for the past few days. Has more than paid for itself in the trades I took but probably much more in the trades I did not take as a result of the data the indicator mines. Thanks...""
-ThomasArt",,
Testimonials,,,,- Utah,,- DJ,,- VGR,@henrygambell - closed out TSLA fly based off fireline. Thx to you and @Big Bad Voodoo Daddy for being such a great resource!,"""You are only as good as your teacher so thank you, Raghee!"" - praktis",- Angie_11,- Craig Burrell,- Jill,,- VGR ,,,- P.L.,"“This is by far the best market presentation I have EVER experienced! Thank you!” – SamK



",- B,,"“@henrygambell it was a last minute decision to take this class, man I am so glad I did, this will help me to the 10% of those that succeed rather than the 90% that fail!!”

- Craig",,- Matt,-Nick,"“I love all the learning and trading in here, just saying; it's AMAZING, great stuff.”

- Benji",- AD,"“I have never taken one with Henry and I was so impressed! He has a serious talent for taking complex ideas and making them easy to understand. He also demonstrates a real hunger to give you as much as he possibly can in the amount of time allotted. You can feel it! His preparation was obvious and thorough and his calm demeanor while walking you through the details of his workshop created - for me - an atmosphere of peaceful, centered learning. The guy is a really gifted teacher! I will not hesitate to take another workshop with him.”

-T.Z.",“Danielle....you are a treasure.You have the ability to hammer your ideas into my knucklehead. Your explanation is spot on. Thanks”  -Bill Costello,,,"“Dear Joe, I just wanted to write you a quick Thank You note. Today I used what you taught in the Volume breakout class, made over $3000 (my accounts are not big, combined about $30000).[...] Your teaching has been making my wish of supporting family a solid reality! Thank You so much. so excited about tomorrow's live trading! Wish You much blessings and health!”

-M.U.",,"“Hey TG! Thanks for your continual over the top connection with us Moxiers! Much appreciated!”

-StevieB","Phoenix is excellent for performance comparison and quickly identifying switches and trends within groups of stocks. I like being able to define the groups.

-Dan R",,,,,- M.W.,Jason,,,,,"Your indicators are lifeline to gain confidence in entry. I use yours and Moxie to gauge and many times your indicator reacts faster, good for options trading.
-Sekhar ",,,,"@Big Bad Voodoo Daddy I got Trendspark yesterday and it is a game changer

-Cherie",,"“Danielle, this sounds just like what I need to improve my trading! Looking forward to it!”

- Ray",,,,"@dstarr I have been making a lot of money using the voodoo lines this month. Thanks to you for your years of work on this very powerful indicator. Voodoo lines are like Kryptonite in a runaway market."" - Yishan",,"“@RH 9 days... 45% up.... Pretty impressive... Thank you for your guidance.... Just joined on Sept 10"" - Marcelo",@Danielle ... great tool!! Love using it. - Popeye,,,,,,"""@JC @henrygambell Monster day for me, taking profits and done for the week. Up 157% YTD. Thank you guys!!! Great to be part of ST!!!""

- Miguel G",,,,,"""@JC @henrygambell Monster day for me, taking profits and done for the week. Up 157% YTD. Thank you guys!!! Great to be part of ST!!!"" - Miguel G",,"""after watching your video.. Nice! Thanks again. Great stuff. You and I are totally aligned in having a system that is automated, non-emotional and having the odds always in the favor of us (the house)- thanks again!""
-NoMoFomo",,
Testimonials,,,,"Quant feedback: Also I would like to submit a testimonial for this indicator. In the past I used this indicator unconsciously, but I think it would have really improved my trading had I known about it. The indicator has already paid for itself more than twice over.",,"“I want to say this, I have had only the opportunity to listen to you in full for 2-3 days due to day job but I love your style of teaching and calm composure ( every trader needs to learn) and you are the Best teacher ever! I have been in other discords before so I know :)”",,I am very impressed with your commitment within this mastery group. Great job!,- Richard_ATX,"""Raghee I am learning how to phase in my entries with a plan and confidence. Before I would stop out or get nervous. I can clearly see the plan and look for those Blue Light Specials. Thanks!"" - Cheryl","I just watched a  video series from Chris and John from a few years back the other day. Chris is a great teacher, and his ATR works really well on /ES.","I loved your ""7 Stocks to Success"" that came with Stacked Profit Formula course. Just signed up for your class and excited to learn your Coronavirus Bonus Course tonight! You're Awesome, Danielle! Thank you so much for all your hard work!","Your classes are great, really enjoyed your last which I am here for your second the additions are amazing!",,"I’m the typical story - I’ve tried about 10+ different rooms/services where the head trader wins a ton, while I’m somehow struggling to breakeven. Many services boast about a “system,” but I find they have anything but a system. Within 2 weeks of joining Tr3ndy, it was eye-opening how much better I was getting as a trader. Learning the process has kept me calm, confident, and consistently profitable since. I’m so excited for this year.",,,I have been applying Bruce’s Bulletproof Butterflies Strategy to the SPX and I have in the last month made 10x on the the cost of the class. It is a simple low maintenance trade. I highly recommend it to anyone who wants to learn a low stress trade for their trading toolbox.,,"When I found Danielle, it was finding GOLD!",,,,Another FANTASTIC course from Joe!!! Thank you Joe!! @JR Thank you all!! Lots to review!!,Teaching Experience + Foundation Training = Danielle = Priceless!,,"Thanks Allison, one of the most important things you teach people is risk management and self-control, appreciate you!","“Henry! As always its pleasant to listen to your explanation for options trading! and at the same time you help to develop the personality and self confidence, Thank you so much!!”

- K.N.",,,,,,,,,,,,"“JC great class as usual, looking forward to using the new setup!”","John- WOW! Took a 60 Min MultRange Buy on /GC, Daily SQZ along with a RAF 30 Min, Paid for the the indicator and class 3 times over... This morning!",,,,,,,,,"@Big Bad Voodoo Daddyy Loving the Trendspark David!

-Leslie L",,,,,,,,,,,,,,,,,,,,,,"""The best most objective system I've seen based on Master the Trade principles.""
-rcbturnbine9",,
Testimonials,,,,Anand,,- VGR,,- Raj,"@Big Bad Voodoo Daddy - The voodoo lines are a huge add to Jc Quick hits strategy.""",,- JHood,- JP,- Craig NZ,,- Jake V. ,,,- Robert MacKay,,- Ceci,,,,- Jasper,-Pavlin,,- TQ Trader,,,,,,,,,,,,,Scott M.,Dick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""WOW! Just got it all loaded and can't wait to test drive tis Don't know how you improved the latest version but you certainly have! VERY IMPRESSIVE! Really can't say enough about the simplicity and clarifty. What you had before was working well, and I have made my trading goal for the past 3 days in a row. I'm so glad you don't ever stop improving. I'm almost looking for a downturn to try in an alternate market (almost)... nice work.....Taylor.... really nice job!""
-Bosscow1",,
Testimonials,,,,Very interesting. Best thing since the squeeze indicator.,,"“I cannot say enough good things about Trendy Trading. Most services I've seen or been part of have lacked accountability (and results). Jon has created an incredible community of supportive traders. As a leader, Jon is kind, transparent, and always present. The in-depth market analysis, lessons, and Jon's live stream have improved my trading immensely.”",,"That why everybody falls in love with Tr3ndy, cause this is awesome",-Fibgator,,"Amazing class and info, thanks Chris!  looking forward to daily learning from you for the next year!!",,Always enjoy listening to your analysis of the market. look forward to the next time.,,"“I cannot say enough good things about Trendy Trading. Most services I've seen or been part of have lacked accountability (and results). Jon has created an incredible community of supportive traders. As a leader, Jon is kind, transparent, and always present. The in-depth market analysis, lessons, and Jon's live stream have improved my trading immensely.”",,,Bruce buddy...you had me at hello...i've taken many of your courses and have learned the most...and use them the most. I'm in.,,@danielleshay thanks for all the help. I have learned more about the market and trading in the last 2 weeks I've been in this room than in the last 5 years I've been focused on stock investing!,,,,"Awesome class! Even better than the previous two! Support staff, you did a GREAT job of keeping this session running smoothly and managing questions. THANKYOU!",Another great class. You keep me motivated. I am pushing myself to go to the next level and listening to you really helps.,,Just wanted to say thanks to Kody. I've enjoyed his analysis and the trades have been solid.,,,,,,,,,,,,,“Thank you for some awesome indicators and trading plans. Great work.”,"...Previously bought the RAF, Multi Cross/Multi-Time Frame, Dynamic Profit Zones, and I've my small account is up 50% in the past 2 weeks! These guys are legit traders with 100+ of years of experience trading the markets between them. I highly recommend anyone interested in starting to trade to look into what they offer, buy a cheap trial, and see how you do. The tools I've bought have paid for themselves over the last few months and then some. Forget all those bio-stock breakout day traders, I stand by the Simpler Trading Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Testimonials,,,,Neil in FL,,- Austin D.,,- Benji,"@FWTrader I forget to tell you how much I appreciate you and the VooDoo lines. They are so incredibly valuable as a context, especially during market shenanigans and help me hang onto winners longer. They make all the difference. Thank you very, very much. aka marin",,- travis,,- Stephen,,Austin D,,,- J.R.Y,,- Drew,,,,- DSI,-Michael,,- Slim Shady Grove,,,,,,,,,,,,,- Phil R. ,Kyle P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Testimonials,,,,,,"“I’m the typical story - I’ve tried about 10+ different rooms/services where the head trader wins a ton, while I’m somehow struggling to breakeven. Many services boast about a “system,” but I find they have anything but a system. Within 2 weeks of joining Tr3ndy, it was eye-opening how much better I was getting as a trader. Learning the process has kept me calm, confident, and consistently profitable since. I’m so excited for this year.”",,"I cannot say enough good things about Tr3ndy Trading. Most services I've seen or been part of have lacked accountability (and results). Jon has created an incredible community of supportive traders. As a leader, Jon is kind, transparent, and always present. The in-depth market analysis, lessons, and Jon's live stream have improved my trading immensely.
",- Caegen,,,,,,,,,"If anything, watching you calmly watch AMZN tank out without any sense of panic in your voice was worth the price of the class. THAT is what I aspire to achieve.",,,,,,We are going to need to call you Machine Gun Joe. You are a machine sir. Looking forward to this! Thanks!,Danielle....you are a treasure.You have the ability to hammer your ideas into my knucklehead. Your explanation is spot on. Thanks!,,"Well, Kody, I am pumped by what you are throwing out here... keep it up and please do more trades, I like your style. It fits with Quant Piviots",,,,,,,,,,,,,,Thank you for the class today and for sharing the documents on futures trading. I used to trade futures with serious failure. I installed the RAF indicator and read your ‘Intraday Futures’ document. I can see trades clearly now and I have the link to my setup. I have learned so much from you and Carolyn in such a short time. Combining symmetry and 61.8 retracement in combination with RAF and ATR trail will be a low risk trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Testimonials,,,,,,- Jake V.,,- Austin D.,@dstarr @JC The Voodoo lines are incredible and almost magical. I will personally attest to how valuable they have been to me over the past 4 years that I've used them.,,,,,,,,,- J.D.K.,,,,,,- Jesse W.,-Bill,,- Putso,,,,,,,,,,,,,,Michael B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Testimonials,,,,Frequently Asked Questions,,,,,- Skydiver Jim,,,,,,,,,,,,,,,,,,"I have had a horrible track record when it comes to trusting the setup and system. I mean like years of struggle. However, with Kody's 0DTE trade I have not struggled. I am not sure why, but everything just clicked and now i get it. I think knowing the probabilities and having Theta as a defender for the position are incredibly helpful and soothe the worry monster. [...] I have not once wavered from the target or stop.",,,,,,,,,,,,,,Frequently Asked Questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAQS,,,,"Are there any additional fees related to these indicators? ie, annual, monthly fees?",,"Have Questions?
Speak to a live person and call 512-266-8659 or email support@simplertrading.com","When will I get access to my class recordings?

A: You get instant access to the “Big 3” Squeeze Master Class class recordings when you secure your purchase by clicking the order button on this page.  Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.",,,"Q: When will I get access to my recordings?
A: You get instant access to Raghee's DMPR Masterclass recordings immediately when you secure your purchase by clicking the order button on this page.  Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.",When will I get access to my recordings?,When will I get access to my recordings?,When will I get access to my recordings?,,Q: When will I get access to my recordings?,"Q: When will I get access to my recordings?
A: You get instant access to The Ready. Aim. Fire!® Pro System recordings immediately when you secure your purchase by clicking the order button on this page.  Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.",N/A,When will I get access to my recordings?,"Q: When will I get access to my recordings?
A: You get instant access to the Decoding Volume recordings immediately when you secure your purchase by clicking the order button on this page.  Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.",When will I get access to my recordings?,"Q: When will I get access to my recordings?
A: You get instant access to the Decoding Volume recordings immediately when you secure your purchase by clicking the order button on this page.  Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.","Q: When will I get access to my class recordings?

A: You get instant access to the Pocketing Premium recordings class immediately when you secure your purchase by clicking on the order button on this page. Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.",,When will I get access to my recordings?,When will I get access to my recordings?,"Q: When will I get access to my class recordings?

A: You get instant access to Small Account Futures recordings immediately when you secure your purchase by clicking on the order button on this page. Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.",When will I get access to my recordings?,"Q: When will I get access to my class recordings?

A: You get instant access to the Unbalanced Butterfly class recordings immediately when you secure your purchase by clicking on the order button on this page. Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.","Q: Will everything be recorded?

Absolutely! All class and live trading sessions will be recorded and reside in your class library after the sessions have concluded.","Q: When will I get access to my class recordings?

A: You get instant access to the Ultimate Spread Strategy class recordings immediately when you secure your purchase by clicking on the order button on this page. Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.","Q: Will everything be recorded?

A: Absolutely! All class and live trading sessions will be recorded and reside in your class library after the sessions have concluded.","Q: When will I get access to my class recordings?

A: You get instant access to the Volume Breakout System Strategy Class recordings immediately when you secure your purchase by clicking on the order button on this page. Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.","Q: What charting platform works with this indicator?

A: The Indicator works with ThinkorSwim, TradeStation and TradingView.","Q: When will I get access to my class recordings?

A: You get instant access to the $100K Day Setup recordings immediately when you secure your purchase by clicking on the order button on this page. Or call or email our awesome support team at (512) 266-8659 or support@simplertrading.com.","Q: Are there any additional fees related to these indicators? ie, annual, monthly fees?

A: Traders who purchase this package will have access to this indicator and all videos associated with it forever with no additional fees.",,,"Q: Can I go at my own pace?

A: All materials and videos with the “Simpler Calendars” class are provided according to your purchase selection. Strategy and live trading sessions are recorded and posted in the online classroom dashboard. You can access the training online at your own pace.",,Q: Are there instructions for installing the indicators?,"Are there any additional fees related to these indicators? ie, annual, monthly fees?","Q: Are there instructions for installing the indicators?
A: Absolutely! You will receive access to an indicator installation session, along with textual guides and other valuable materials.

","Have Questions?
Speak to a live person and call 512-266-8659 or email support@simplertrading.com","Have Questions?
Speak to a live person and call 512-266-8659 or email support@simplertrading.com","Q: Are there instructions for installing the indicator?

A: Absolutely! You will receive access to an indicator installation session, along with textual guides and other valuable materials.",,"Q: Are there instructions for installing the indicators?
A: Absolutely! You will receive access to an indicator installation session, along with textual guides and other valuable materials.

",,"Are there instructions for installing the indicators?

A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other valuable materials.","Q: Are there any additional fees related to these indicators? ie, annual, monthly fees?

A: Traders who purchase this package will have access to this indicator and all videos associated with it forever with no additional fees.",,"Q: Can I go at my own pace?

A: All materials and videos with the Phoenix Finder Tool and Strategy are provided according to your purchase selection. Strategy and live trading sessions are recorded and posted in the online classroom dashboard. Following the live events, you can access the training online at your own pace. ",,,"Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with David Starr on installation of the indicators, along with textual guides and other valuable materials.","Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with David Starr on installation of the indicators, along with textual guides and other valuable materials.","Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other valuable materials.","Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other valuable materials.","Are there any additional fees related to these indicators? ie, annual, monthly fees? 
A: Traders who purchase this package will have access to this indicator and all videos associated with it forever with no additional fees.","Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other valuable materials.",,"Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with David Starr on installation of the indicators, along with textual guides and other valuable materials.",,"Have Questions?
Speak to a live person and call 512-266-8659 or email support@simplertrading.com","Q: Are there instructions for installing the indicators?

A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other resources.","Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other resources.",,,"Q: Are there instructions for installing the indicators? 
A: Absolutely! You will receive a pre-recorded session on the installation of the indicators, along with textual guides and other valuable materials.","Q: Are there instructions for installing the indicators?
A: Absolutely! You will receive a prerecorded session with Eric Purdy on installation of the indicators, along with textual guides and other resources",,,,
